id,item_name,description,category,sub-category,price,weight
303,Bleak Stout,1 mug. This dark brown stout has almost double the normal alcohol level and its taste is very bitter with a strong chocolate aftertaste..,Drinks,Ale,0.1,NULL
304,Dragon's Breath,"1 mug. This is a bitter dark beer known for its foul smell. It has a strong harsh flavor, and is best served with dark rye bread and cheese. It is exported from Sembia (located on the north-western coast of the Sea of Fallen Stars in central FaerÃ»n)..",Drinks,Ale,0.02,NULL
305,Goblin Piss,"Goblins call this terrible liquid ""boblin,"" while other humanoids call it, ""goblin piss."" This substance is only not poisonous because of the amount of water in it..",Drinks,Ale,0.01,NULL
306,Golden Sands Ale,"Golden sands ale comes in basic, gold, and orange flavors. The prices are the same for both ales.",Drinks,Ale,0.03,NULL
307,Halfling's Best,"This beer is as black as ink, but sweet",Drinks,Ale,0.1,NULL
308,North Brew,This dark amber beer is one of the cheapest beers that wonâ€™t poison you.,Drinks,Ale,0.01,NULL
309,Old One Eye,This lager has a red color and it is rumored to be brewed with hot peppers.,Drinks,Ale,0.03,NULL
310,Purple Noble,This ale is crystal clear and filled with hidden flavors that are changed annually. The wealthy brag about being able to discern the year based on what tastes are included. This ale is mostly a status symbol. The ale has no purple coloration and the origin of its name is included in at least forty different and contradictory ballads.,Drinks,Ale,0.2,NULL
311,Shadowdark Ale,This ale is frothy and brown.,Drinks,Ale,0.04,NULL
312,Wizard's Choice,This is a yeasty red beer..,Drinks,Ale,0.04,NULL
313,Hill Cider,This cider is fermented with a secret mix of fruits and apples and has a dark orange color. This cider is as alcoholic as a strong wine..,Drinks,Ale,0.1,NULL
314,Knee Cracker Cider,"This is the most readily available cider. It is cheap, gritty, and inconsistent in flavor.",Drinks,Ale,0.01,NULL
315,Troll Pear Cider,"This pear cider is as exclusive as it is flavorful. What a pear has to do with a troll is not explained but the marketing has caught on. For those who can afford it, this is the finest cider to be found.",Drinks,Ale,0.2,NULL
316,Vilhoun Cider,This cider is known for its strong cherry flavor and its smoothness. It is usually served piping hot. Common in cold climates.,Drinks,Ale,0.1,NULL
317,"Stay, Squalid Inn",NULL,"Food, Drink & Lodging",Inn stay (per day),0.07,NULL
318,"Stay, Poor Inn",NULL,"Food, Drink & Lodging",Inn stay (per day),0.1,NULL
319,"Stay, Modest Inn",NULL,"Food, Drink & Lodging",Inn stay (per day),0.5,NULL
320,"Stay, Comfortable Inn",NULL,"Food, Drink & Lodging",Inn stay (per day),0.8,NULL
321,"Stay, Wealthy Inn",NULL,"Food, Drink & Lodging",Inn stay (per day),2.0,NULL
322,"Stay, Aristocratic Inn",NULL,"Food, Drink & Lodging",Inn stay (per day),4.0,NULL
323,"Amulet/Necklace, Mundane",NULL,Adventuring Gear,default,0.5,NULL
324,"Amulet/Necklace, Exquisite",NULL,Adventuring Gear,default,5.0,NULL
325,Jewelry (+ Gem Value),NULL,Adventuring Gear,default,50.0,NULL
326,"Ring, Mundane",NULL,Adventuring Gear,default,0.3,NULL
327,"Ring, Exquisite",NULL,Adventuring Gear,default,3.0,NULL
328,Gemstone Appraisel (3 gems),NULL,Services,default,5.0,NULL
329,Resizing Jewelry,NULL,Services,default,10.0,NULL
330,Set Gem (<100 gp value),NULL,Services,default,45.0,NULL
331,Set Gem (100-1K gp value),NULL,Services,default,75.0,NULL
332,Set Gem (>1K gp value),NULL,Services,default,150.0,NULL
333,Stonecutting,"Stone cutting can refer to cutting and grinding rough, raw stones into workable segments. It is also the act of cutting facets on stones (also known as faceting).",Services,default,Error on the price,NULL
334,Gemstone (10 gp),"Common gems worth 10 gp include azurite, banded agates, blue quartz, eye agates, hematite, lapis lazuli, malachite, moss agates, obsidian, rhodochrosite, tiger eye and turquoise.",Miscellaneous,default,10.0,NULL
335,Gemstone (50 gp),"Common gems worth 50 gp include bloodstones, carnelian, chalcedony, chrysoprase, citrines, jaspers, moonstones, onyx, quartz, sardonyx, star rose quartz and zircons.",Miscellaneous,default,50.0,NULL
336,Gemstone (100 gp),"Common gems worth 100 gp include amber, amethyst, chrysoberyl, coral, garnets, jade, jet, pearl, spinel and tourmaline.",Miscellaneous,default,100.0,NULL
337,Gemstone (500 gp),"Common gems worth 500 gp include alexandrite, aquamarine, black pearl, blue spinel, peridot and topaz.",Miscellaneous,default,500.0,NULL
338,"Gemstone (1,000 gp)","Common gems worth 1,000 gp include black opals, blue sapphires, emeralds, fire opals, opals, star rubys, star sapphires and yellow sapphires.",Miscellaneous,default,1000.0,NULL
339,"Gemstone (5,000 gp)","Common gems worth 5,000 gp include black sapphires, diamond, hyacinths and rubies.",Miscellaneous,default,5000.0,NULL
340,Azurite (deep blue),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
341,Banded agate (Brown / Blue),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
342,Blue Quartz (pale blue),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
343,"Eye Agate (circles, gray / blue)",NULL,Gemstones,Gemstones (10 gp),10.0,NULL
344,Hematite (opaque gray-black),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
345,Lapis Lazuli (blue with yellow),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
346,Malachite (striated greens),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
347,"Moss Agate (pale, moss marks)",NULL,Gemstones,Gemstones (10 gp),10.0,NULL
348,Obsidian (opaque black),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
349,Rhodochrosite (light pink),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
350,"Tiger Eye (brown, gold center)",NULL,Gemstones,Gemstones (10 gp),10.0,NULL
351,Turquoise (light blue-green),NULL,Gemstones,Gemstones (10 gp),10.0,NULL
352,Bloodstone (gray with red),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
353,Carnelian (opaque oranges),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
354,Chalcedony (opaque white),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
355,Chrysoprase (clear green),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
356,Citrine (pale yellow-brown),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
357,"Jasper (blue, black, or brown)",NULL,Gemstones,Gemstones (50 gp),50.0,NULL
358,Moonstone (white and glow),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
359,"Onyx (black, white, or both)",NULL,Gemstones,Gemstones (50 gp),50.0,NULL
360,Quartz (transparent range),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
361,Sardonyx (red and white),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
362,Star Rose Quartz (white star),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
363,Zircon (pale blue-green),NULL,Gemstones,Gemstones (50 gp),50.0,NULL
364,Amber (watery gold),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
365,Amethyst (deep purple),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
366,Chrysoberyl (yellow-green),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
367,Coral (opaque crimson),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
368,"Garnet (red, or violet)",NULL,Gemstones,Gemstones (100 gp),100.0,NULL
369,Jade (green to white),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
370,Jet (opaque deep black),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
371,Pearl (lustrous white to pink),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
372,Spinel (clear red to green),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
373,Tourmaline (pale red / brown),NULL,Gemstones,Gemstones (100 gp),100.0,NULL
374,Alexandrite (dark green),NULL,Gemstones,Gemstones (500 gp),500.0,NULL
375,Aquamarine (pale green-blue),NULL,Gemstones,Gemstones (500 gp),500.0,NULL
376,Black Pearl (pure black),NULL,Gemstones,Gemstones (500 gp),500.0,NULL
377,Blue Spinel (deep blue),NULL,Gemstones,Gemstones (500 gp),500.0,NULL
378,Peridot (rich olive green),NULL,Gemstones,Gemstones (500 gp),500.0,NULL
379,Topaz (golden yellow),NULL,Gemstones,Gemstones (500 gp),500.0,NULL
380,Black Opal (translucent green),NULL,Gemstones,"Gemstones (1,000 gp)",1000.0,NULL
381,Blue Sapphire (shades of blue),NULL,Gemstones,"Gemstones (1,000 gp)",1000.0,NULL
382,Emerald (deep bright green),NULL,Gemstones,"Gemstones (1,000 gp)",1000.0,NULL
383,Fire Opal (fiery red),NULL,Gemstones,"Gemstones (1,000 gp)",1000.0,NULL
384,Opal (pale blue with green),NULL,Gemstones,"Gemstones (1,000 gp)",1000.0,NULL
385,Star Ruby (ruby with star),NULL,Gemstones,"Gemstones (1,000 gp)",1000.0,NULL
386,Star Sapphire (blue with star),NULL,Gemstones,"Gemstones (1,000 gp)",1000.0,NULL
387,Yellow Sapphire (fiery yellow),NULL,Gemstones,"Gemstones (1,000 gp)",1000.0,NULL
388,Black Sapphire (lustrous black),NULL,Gemstones,"Gemstones (5,000 gp)",5000.0,NULL
389,Diamond (transparent),NULL,Gemstones,"Gemstones (5,000 gp)",5000.0,NULL
390,Jacinth (fiery orange),NULL,Gemstones,"Gemstones (5,000 gp)",5000.0,NULL
391,Ruby (shades of red),NULL,Gemstones,"Gemstones (5,000 gp)",5000.0,NULL
392,Gemstones (10 gp),NULL,Gemstones,Powdering of Gems,20.0,NULL
393,Gemstones (50 gp),NULL,Gemstones,Powdering of Gems,70.0,NULL
394,Gemstones (100 gp),NULL,Gemstones,Powdering of Gems,150.0,NULL
395,Gemstones (500 gp),NULL,Gemstones,Powdering of Gems,600.0,NULL
396,Gemstones (1000 gp),NULL,Gemstones,Powdering of Gems,1500.0,NULL
397,Gemstones (5000 gp),NULL,Gemstones,Powdering of Gems,6000.0,NULL
398,Dice Set,The dice set consists of several evenly weighted (fair) dice that can be used to play a variety of dice games.,Tools and Kits,Gaming Set,0.1,NULL
399,Dragonchess Set,"A 3-D chess game that is played on 3 8x12 boards stacked above each other. The top board represents the air and features pieces like the Griffon and the Dragon. The middle board represents the land and has pieces like the Oliphant, the Thief, and (of course) the King. The bottom board represents the underworld and contains pieces like the Dwarf and the Elemental.: Your mastery of a game includes knowledge of its history, as well as of important events it was connected to or prominent historical figures involved with it.: Playing games with someone is a good way to gain understanding of their personality, granting you a better ability to discern their lies from their truths and read their mood.: Sleight of Hand is a useful skill for cheating at a game, as it allows you to swap pieces, palm cards, or alter a die roll.Alternatively, engrossing a target in a game by manipulating the components with dexterous movements is a great distraction for a pickpocketing attempt.DC 15 - Catch a player cheatingDC 15 - Gain insight into an opponent's personality",Tools and Kits,Gaming Set,1.0,0.23
400,Playing Card Set,"This gaming set includes a complete set of playing cards.: Your mastery of a game includes knowledge of its history, as well as of important events it was connected to or prominent historical figures involved with it.: Playing games with someone is a good way to gain understanding of their personality, granting you a better ability to discern their lies from their truths and read their mood.: Sleight of Hand is a useful skill for cheating at a game, as it allows you to swap pieces, palm cards, or alter a die roll.Alternatively, engrossing a target in a game by manipulating the components with dexterous movements is a great distraction for a pickpocketing attempt.DC 15 - Catch a player cheatingDC 15 - Gain insight into an opponent's personality",Tools and Kits,Gaming Set,0.5,NULL
401,Three-Dragon Ante Set,"The deck consists of 70 cards (plus two reference cards). The structure of the deck is reminiscent of standard playing card or Tarot decks. Each card in the deck represents either a dragon or a mortal, has a strength between 1 and 13, and a special ability or power. Six cards are initially dealt to each player. There is a maximum hand size of ten cards and players are not allowed to have more than the maximum at any time. Players keep their hands secret from the other players. The undealt cards are placed face-down into a draw pile from which players take new cards.: Your mastery of a game includes knowledge of its history, as well as of important events it was connected to or prominent historical figures involved with it.: Playing games with someone is a good way to gain understanding of their personality, granting you a better ability to discern their lies from their truths and read their mood.: Sleight of Hand is a useful skill for cheating at a game, as it allows you to swap pieces, palm cards, or alter a die roll.Alternatively, engrossing a target in a game by manipulating the components with dexterous movements is a great distraction for a pickpocketing attempt.DC 15 - Catch a player cheatingDC 15 - Gain insight into an opponent's personality",Tools and Kits,Gaming Set,1.0,NULL
402,Potions (Common),NULL,Magic Items,Potions,50.0,0.23
403,Potions (Uncommon),NULL,Magic Items,Potions,250.0,0.23
404,Potions (Rare),NULL,Magic Items,Potions,2500.0,0.23
405,Potions (Legendary),NULL,Magic Items,Potions,62500.0,0.23
406,"Aniseed, vial","Aniseed is a simple plant-derived natural flavoring that smells and tastes like pungent licorice. It is often used in liqueurs and cooking. A small quantity of aniseed extract can be used to ruin any effort to have dogs track a scent. Dropping a vial of aniseed will ensure that a dog's sense of smell is utterly ruined for 1d4+1 hours if they reach the spot where the substance was dropped. A dog can make a Constitution save to avoid the aniseed to some extent, but on a success the sense of smell is still lost for 1d4+1 turns. The effect of aniseed on any other kind of trained tracking animal is up to the DM, but aniseed should have a detrimental effect on almost anything's sense of smell.",Adventuring Gear,default,0.2,0.45
407,Black Suit,"This very tight-fitting garment is made of black silk. It is used by rogues and infiltrators when sneaking around at night. Wearing the suit allows you to try to hide when you are lightly obscured from the creature from which you are hiding. However, the bodysuit provides no benefit if you wear other clothing or armor, other than belts, pouches, scabbards, or bandoleers, on top of it.",Adventuring Gear,default,30.0,0.45
408,Blinding Powder,"A highly abrasive, powdered substance that is extremely irritating to the eyes. Blinding powder can be made from many ingredients such as powdered glass, dust soaked in onion juice, or strong ammonium salts. Blinding powder is thrown into the eyes of the victim. To do so, the player must make a ""called shot"" attack roll (d20 + Dexterity modifier, at Disadvantage [Called Shot, Eyes]).",Adventuring Gear,default,0.1,0.45
409,Dog Pepper,"Similar to aniseed, but less potent, dog pepper can be used in a pursuit to throw dogs off the scent. When a dog comes within 10 feet of a pouch of dog pepper, the dog will need to make a Constitution save (DC 12) to avoid the effects absolutely. If the save is failed, though, the dog is unable to continue pursuit for 1d4+1 turns.",Adventuring Gear,default,0.1,0.45
410,Finger Blades,"These are very short razor-sharp blades that fit over the fingers. They are used to cut through purse strings or garments and grant advantage on Dexterity (Sleight of Hand) checks to do so. They are too short to be used as effective weapons, causing only scratches at most.",Adventuring Gear,default,20.0,NULL
411,Glass-cutter,"A small diamond set into a suitable handle, or even set into a ring (+5 gp). The diamond must be cut to a fine point, and if used in a ring, a hinged top should be used to protect the gem. A glass-cutter will cut to glass fairly quickly.",Adventuring Gear,default,120.0,0.45
412,Listening Cone,"This device is made for listening through doors and other solid surfaces. It provides advantage on Wisdom (Perception) checks made to listen through a door or some other relatively thin, solid obstacles. The DM can decide if the cone is ineffective on certain surfaces, such as solid stone.",Adventuring Gear,default,20.0,0.45
413,Pin Ring (iron),"A simple ring with a flip-up lid, below which is a needle capable of delivering a dose of poison (or drug) to the target. Stealthily sticking an unaware target would require a sleight of hand check vs the victim's passive Perception. If stuck, the victim would know they've been scatched/poked, but may not know where it came from (especially in a crowded area). It is up to the DM how to handle the situation. If a victim is aware of the assassin, then an attack roll would be needed.",Adventuring Gear,default,2.0,NULL
414,Pin Ring (silver),"A simple ring with a flip-up lid, below which is a needle capable of delivering a dose of poison (or drug) to the target. Stealthily sticking an unaware target would require a sleight of hand check vs the victim's passive Perception. If stuck, the victim would know they've been scatched/poked, but may not know where it came from (especially in a crowded area). It is up to the DM how to handle the situation. If a victim is aware of the assassin, then an attack roll would be needed.",Adventuring Gear,default,10.0,NULL
415,Smoke Stick,"This stick produces a thick plume of smoke when ignited with flame. You can hold on to the stick or throw it to a point up to 20 feet away as part of the action used to ignite it. The area in a 10-foot radius around the stick is filled with thick smoke that blocks vision, including darkvision. The smoke persist for 1 minute and then dissipates.",Adventuring Gear,default,20.0,0.23
416,Tar Paper,"A piece of heavy paper or cloth which has been soaked in tar, honey, or anything suitably sticky. The thief usually used it by slapping it on a window pane before breaking the glass. The sticky surface keeps all the fragments together as the glass breaks. Noise is considerably reduced, both from cushioning the impact of a hammer on glass, and by preventing broken glass from scattering all over the floor. Anyone listening would make a perception check with disadvantage. Passive perception for hearing the broken glass gets a -5.",Adventuring Gear,default,0.1,0.45
417,Wrist Sheath,"A small leather sheath made to hold a knife or dagger, that is strapped to the forearm (below the sleeve of a garment) so that the weapon can be flipped to the hand by a subtle arm movement.",Adventuring Gear,default,0.5,0.91
418,Canesword,"While sheathed, this weapon appears to be just a regular, if slightly heavier than normal, gentleman's cane. However, by releasing a hidden catch, the user can draw the blade hidden inside (1d6 piercing, finesse, light).",Weapons,Martial Melee Weapons,50.0,1.81
419,Assassin's Blood,"A creature subjected to this poison must make a DC 10 Constitution saving throw. On a failed save, it takes 6 (1d12) poison damage and is poisoned for 24 hours. On a successful save, the creature takes half damage and isn't poisoned.",Poison,default,150.0,NULL
420,Burnt Othur Fumes,"A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or take 10 (3d6) poison damage, and must repeat the saving throw at the start of each of its turns. On each successive failed save, the character takes 3 (1d6) poison damage. After three successful saves, the poison ends.",Poison,default,500.0,NULL
421,Crawler Mucus,"This poison must be harvested from a dead or incapacitated carrion crawler. A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. The poisoned creature is paralyzed. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",Poison,default,200.0,NULL
422,Drow Poison,"This poison is typically made only by the drow, and only in a place far removed from sunlight. A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the creature is also unconscious while poisoned in this way. The creature wakes up if it takes damage or if another creature takes an action to shake it awake.",Poison,default,200.0,NULL
423,Essence of Ether,A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 8 hours. The poisoned creature is unconscious. The creature wakes up if it takes damage or if another creature takes an action to shake it awake.,Poison,default,300.0,NULL
424,Malice,A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 1 hour. The poisoned creature is blinded.,Poison,default,250.0,NULL
425,Midnight Tears,"A creature that ingests this poison suffers no effect until the stroke of midnight. If the poison has not been neutralized before then, the creature must succeed on a DC 17 Constitution saving throw, taking 31 (9d6) poison damage on a failed save, or half as much damage on a successful one.",Poison,default,1500.0,NULL
426,Oil of Taggit,A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or become poisoned for 24 hours. The poisoned creature is unconscious. The creature wakes up if it takes damage.,Poison,default,400.0,NULL
427,Pale Tincture,"A creature subjected to this poison must succeed on a DC 16 Constitution saving throw or take 3 (1d6) poison damage and become poisoned. The poisoned creature must repeat the saving throw every 24 hours, taking 3 (1d6) poison damage on a failed save. Until this poison ends, the damage the poison deals can't be healed by any means. After seven successful saving throws, the effect ends and the creature can heal normally.",Poison,default,250.0,NULL
428,Purple Worm Poison,"This poison must be harvested from a dead or incapacitated purple worm. A creature subjected to this poison must make a DC 19 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one.",Poison,default,2000.0,NULL
429,Torpor,A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 4d6 hours. The poisoned creature is incapacitated.,Poison,default,600.0,NULL
430,Truth Serum,"A creature subjected to this poison must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. The poisoned creature can't knowingly speak a lie, as if under the effect of a zone of truth spell.",Poison,default,150.0,NULL
431,Wyvern Poison,"This poison must be harvested from a dead or incapacitated wyvern. A creature subjected to this poison must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",Poison,default,1200.0,NULL
432,"Cloak, Canvas","A unlined travelers cloak made of canvas or light cotton fabric. Common colors are black, brown or grey, but other colors are also available. It covers your entire torso and ends at the knee. This can be worn over clothes and armor.",Adventuring Gear,default,0.7,1.36
433,"Cloak, Leather","A unlined travelers cloak made of leather. Common colors are black, brown or grey, but other colors are also available. It covers your entire torso and ends at the knee. This can be worn over clothes and armor.",Adventuring Gear,default,2.0,2.27
434,"Cloak, Leather, Lined","A travelers cloak made of leather and lined with fur. At the DMs discretion, you don't have to make saving throws against the effects of Extreme Cold, as described in the DMG (p. 109). Common colors are black, brown or grey, but other colors are also available. It covers your entire torso and ends at the knee. This can be worn over clothes and armor.",Adventuring Gear,default,4.0,3.18
435,Bone Needle (5),"A standard knitting needle made from bone, about an inch or two in length.",Miscellaneous,default,0.03,NULL
436,Steel Needle (1),"A standard knitting needle made from steel, about an inch or two in length.",Miscellaneous,default,0.1,NULL
437,Cotton Thread (30 feet),30 feet of cotton thread used for sewing / knitting.,Miscellaneous,default,0.5,0.91
438,Leather Cord (15 feet),15 feet of leather cord used by leather workers and tailors.,Miscellaneous,default,1.0,1.81
439,Hollow Boot Heel,A hollow boot heel unscrews from a boot like a jar lid to reveal the hidden space inside.,Modification,default,20.0,NULL
440,Apparel Inside Pocket,"This hidden space is simply an extra pocket sewn into the inner lining of a coat, tunic, robe, or pair of trousers. An inside pocket generally only holds a few sheets of paper, parchment, or similar items, but some are made to hold a potion or a dagger. A single piece of clothing can have up to two inside pockets.: A character can make a Dexterity (Sleight of Hand) check when attempting to conceal an object  (difficulty is determined by the DM). If the character attempts to conceal the object inside a hidden pocket, the character gets a +2 bonus.",Modification,default,1.0,NULL
441,Pack/Bag Inside Flap,"Packs, sacks, bags, and satchels can contain cleverly concealed inner flaps or pockets.",Modification,default,1.0,NULL
442,Alms Box,"A small box for alms, typically found in a priest's pack.",Adventuring Gear,default,5.0,2.27
443,"Book, Scripture",A book of religious teachings relating to a single faith.,Adventuring Gear,default,25.0,2.27
444,Censer,"A censer is a vessel made for burning incense or perfume in some solid form, typically for religious ceremonies.",Adventuring Gear,default,5.0,1.36
445,Incense (1 block),Aromatic material that releases fragrant smoke when burned.,Adventuring Gear,default,0.01,0.23
446,Cure Wounds (Level 1),"Cure Wounds grants hit points equal to 1d8 + the priest's spellcasting ability (or, at the DM's discretion, allow 8 hit points)",Services,Spellcasting,10.0,NULL
447,Gentle Repose (Level 2),Gentle Repose allows a touched corpse (or other remains) to be protected from decay and can't become undead for 10 days.,Services,Spellcasting,50.0,NULL
448,Lesser Restoration (Level 2),"Lesser Restoration cures a single creature of one of the following conditions: blindness, deafness, paralyzation, or poisoning.",Services,Spellcasting,50.0,NULL
449,Remove Curse (Level 3),"Remove Curse ends all curses affecting one creature or object. If the object is a cursed magic item, its curse remains, but the spell breaks its owner's attunement to the object so it can be removed or discarded.",Services,Spellcasting,100.0,NULL
450,Revivify (Level 4),"Revivify creature causes a creature to return to life with 1 hit point, if the creature has died within the last minute. This spell can't return to life a creature that has died of old age, nor can it restore any missing body parts.",Services,Spellcasting,400.0,NULL
451,Raise Dead (Level 5),"This spell brings a touched creature back from the dead, provided that it has been dead no longer than 10 days. If the creature's soul is both willing and at liberty to rejoin the body, the creature returns to life with 1 hit point.",Services,Spellcasting,1000.0,NULL
452,Fruit (in season),NULL,Vendor/Stand,Fruits (one piece),0.01,NULL
453,Fruit (out of season),NULL,Vendor/Stand,Fruits (one piece),0.05,NULL
454,Amaranth Leaf/Greens (bushel),NULL,Vendor/Stand,Vegetables,0.05,2.27
455,Broccoli/Cauliflower (bushel),NULL,Vendor/Stand,Vegetables,0.03,2.27
456,Cabbage/ Lettuce (bushel),NULL,Vendor/Stand,Vegetables,0.02,2.27
457,"Fruit ""Vegetable"" (bushel)",NULL,Vendor/Stand,Vegetables,0.05,2.27
458,Legumes (bushel),NULL,Vendor/Stand,Vegetables,0.04,2.27
459,Root Vegetable/Tuber (bushel),NULL,Vendor/Stand,Vegetables,0.01,2.27
460,Amaranth (small sack),NULL,Vendor/Stand,Grains,2.0,0.45
461,Barley/Rye (small sack),NULL,Vendor/Stand,Grains,0.02,0.45
462,Oats (small sack),NULL,Vendor/Stand,Grains,0.5,0.45
463,Quinoa (small sack),NULL,Vendor/Stand,Grains,1.0,0.45
464,Rice (small sack),NULL,Vendor/Stand,Grains,0.05,0.45
465,Wheat (small sack),"Wheat is a grass widely cultivated for its seed, a cereal grain that is a worldwide staple food.",Vendor/Stand,Grains,0.1,0.45
466,Sweet Roll,NULL,Vendor/Stand,Baked Goods (per item),0.1,NULL
467,Seedcake,NULL,Vendor/Stand,Baked Goods (per item),0.05,NULL
468,Cheat/Wheaten Loaf,NULL,Vendor/Stand,Baked Goods (per item),0.2,NULL
469,Cheese Danish,NULL,Vendor/Stand,Baked Goods (per item),0.1,NULL
470,Fruit Tart,NULL,Vendor/Stand,Baked Goods (per item),0.2,NULL
471,Manchet Loaf,NULL,Vendor/Stand,Baked Goods (per item),1.0,NULL
472,Quince Bread Slice,NULL,Vendor/Stand,Baked Goods (per item),0.2,NULL
473,Rye Loaf,NULL,Vendor/Stand,Baked Goods (per item),0.02,NULL
474,Beef/Buffalo/Deer Meat,NULL,Vendor/Stand,Meats,0.3,0.45
475,Boar/Chicken/Pork Meat,NULL,Vendor/Stand,Meats,0.08,0.45
476,Dried / Salted Meat,NULL,Vendor/Stand,Meats,0.03,0.45
477,Eggs (half dozen),NULL,Vendor/Stand,Meats,0.03,0.45
478,Fish,NULL,Vendor/Stand,Meats,0.6,0.45
479,Small Game Meat (rabbit),NULL,Vendor/Stand,Meats,0.04,0.45
480,Insect Meat,NULL,Vendor/Stand,Meats,0.02,0.45
481,Goat Meat,NULL,Vendor/Stand,Meats,0.1,0.45
482,Lamb Meat,NULL,Vendor/Stand,Meats,1.0,0.45
483,Shellfish,NULL,Vendor/Stand,Meats,0.6,0.45
484,"Cheese, Brie",NULL,Vendor/Stand,Cheeses (wedge),0.2,0.23
485,"Cheese, Cheddar",NULL,Vendor/Stand,Cheeses (wedge),1.0,0.23
486,"Cheese, Cottage",NULL,Vendor/Stand,Cheeses (wedge),0.04,0.23
487,"Cheese, Parmesan",NULL,Vendor/Stand,Cheeses (wedge),0.5,0.23
488,"Cheese, Specialty",NULL,Vendor/Stand,Cheeses (wedge),2.0,0.23
489,Cinnamon,Cinnamon is a spice obtained from the inner bark of the cinnamon trees. Cinnamon is used mainly as an aromatic condiment and flavoring additive.,Vendor/Stand,Spices (ground),2.0,0.45
490,Coriander,NULL,Vendor/Stand,Spices (ground),0.05,0.45
491,Cumin,NULL,Vendor/Stand,Spices (ground),1.0,0.45
492,Ginger,Ginger is a flowering plant whose root is widely used as a spice and medicinal ingredient.,Vendor/Stand,Spices (ground),0.7,0.45
493,Mustard,NULL,Vendor/Stand,Spices (ground),1.0,0.45
494,Nutmeg,NULL,Vendor/Stand,Spices (ground),0.8,0.45
495,Pepper,"Pepper comes from several species of a vinous plant, the spice being the fruit, called peppercorns. Black pepper is the dried, unripe berry. The corns are wrinkled and spherical.",Vendor/Stand,Spices (ground),0.1,0.45
496,Saffron,"Saffron is a spice derived from crocus flowers. The vivid crimson threads, are collected and dried for use mainly as a seasoning and coloring agent in food.",Vendor/Stand,Spices (ground),1.0,0.45
497,Salt,"Salt is one of the oldest and most ubiquitous food seasonings, and salting is an important method of food preservation.",Vendor/Stand,Spices (ground),0.05,0.45
498,"Spice, Specialty",NULL,Vendor/Stand,Spices (ground),0.2,0.45
499,Bitter Black[10 gallon cask],"This is a very dark stout exported from Arabel, a fortified city in northern Cormyr (Faerun). This heavy beer tasted best when served at cellar temperatures. Arabellans looked down upon anyone drinking it at a different temperature. Bitter Black had a dark black color with a thick head of deep brown foam..",Drinks,Ale,5.0,40.82
500,Bleak Stout[10 gallon cask],This dark brown stout has almost double the normal alcohol level and its taste is very bitter with a strong chocolate aftertaste..,Drinks,Ale,7.0,40.82
501,Dragon's Breath[10 gallon cask],"This is a bitter dark beer known for its foul smell. It has a strong harsh flavor, and is best served with dark rye bread and cheese. It is exported from Sembia (located on the north-western coast of the Sea of Fallen Stars in central FaerÃ»n)..",Drinks,Ale,1.6,40.82
502,Goblin Piss[10 gallon cask],"Goblins call this terrible liquid ""boblin,"" while other humanoids call it, ""goblin piss."" This substance is only not poisonous because of the amount of water in it..",Drinks,Ale,1.4,40.82
503,Golden Sands Ale[10 gallon cask],"Golden sands ale comes in basic, gold, and orange flavors. The prices are the same for both ales.",Drinks,Ale,2.6,40.82
